id,province_id,name,alt_name,latitude,longitude
1406,14,KABUPATEN KAMPAR,KABUPATEN KAMPAR,0.2344,101.2131
1407,14,KABUPATEN ROKAN HULU,KABUPATEN ROKAN HULU,0.88333,100.48333
1408,14,KABUPATEN BENGKALIS,KABUPATEN BENGKALIS,0.9838,102.5096
1409,14,KABUPATEN ROKAN HILIR,KABUPATEN ROKAN HILIR,2.16599,100.82514
1410,14,KABUPATEN KEPULAUAN MERANTI,KABUPATEN KEPULAUAN MERANTI,0.97488,102.69539
1471,14,KOTA PEKANBARU,KOTA PEKANBARU,0.53333,101.46667
1473,14,KOTA DUMAI,KOTA DUMAI,1.61592,101.4917
1501,15,KABUPATEN KERINCI,KABUPATEN KERINCI,-2.03333,101.53333
1502,15,KABUPATEN MERANGIN,KABUPATEN MERANGIN,-2.06933,102.13303
1503,15,KABUPATEN SAROLANGUN,KABUPATEN SAROLANGUN,-2.3,102.65
1504,15,KABUPATEN BATANG HARI,KABUPATEN BATANG HARI,-1.75,103.11667
1505,15,KABUPATEN MUARO JAMBI,KABUPATEN MUARO JAMBI,-1.55214,103.82163
1506,15,KABUPATEN TANJUNG JABUNG TIMUR,KABUPATEN TANJUNG JABUNG TIMUR,-1.13198,103.61755
1507,15,KABUPATEN TANJUNG JABUNG BARAT,KABUPATEN TANJUNG JABUNG BARAT,-1.1544,103.24402
1508,15,KABUPATEN TEBO,KABUPATEN TEBO,-1.45576,102.37473
1509,15,KABUPATEN BUNGO,KABUPATEN BUNGO,-1.50222,101.96
1571,15,KOTA JAMBI,KOTA JAMBI,-1.61667,103.65
1572,15,KOTA SUNGAI PENUH,KOTA SUNGAI PENUH,-2.10896,101.32175
1601,16,KABUPATEN OGAN KOMERING ULU,KABUPATEN OGAN KOMERING ULU,-4.13333,104.03333
1602,16,KABUPATEN OGAN KOMERING ILIR,KABUPATEN OGAN KOMERING ILIR,-3.36667,105.36667
1603,16,KABUPATEN MUARA ENIM,KABUPATEN MUARA ENIM,-4.2327,103.6141
1604,16,KABUPATEN LAHAT,KABUPATEN LAHAT,-3.7864,103.5428
1605,16,KABUPATEN MUSI RAWAS,KABUPATEN MUSI RAWAS,-3.08333,103.2
1606,16,KABUPATEN MUSI BANYU ASIN,KABUPATEN MUSI BANYU ASIN,-2.41667,103.75
1607,16,KABUPATEN BANYU ASIN,KABUPATEN BANYU ASIN,-2.88333,104.38306
1608,16,KABUPATEN OGAN KOMERING ULU SELATAN,KABUPATEN OGAN KOMERING ULU SELATAN,-4.65728,104.00659
1609,16,KABUPATEN OGAN KOMERING ULU TIMUR,KABUPATEN OGAN KOMERING ULU TIMUR,-3.85679,104.75209
1610,16,KABUPATEN OGAN ILIR,KABUPATEN OGAN ILIR,-3.43186,104.62727
1611,16,KABUPATEN EMPAT LAWANG,KABUPATEN EMPAT LAWANG,3.22667,99.09256
1612,16,KABUPATEN PENUKAL ABAB LEMATANG ILIR,KABUPATEN PENUKAL ABAB LEMATANG ILIR,-3.21342,104.08722
1613,16,KABUPATEN MUSI RAWAS UTARA,KABUPATEN MUSI RAWAS UTARA,-2.48533,103.29346
1671,16,KOTA PALEMBANG,KOTA PALEMBANG,-3,104.71667
1672,16,KOTA PRABUMULIH,KOTA PRABUMULIH,-3.46202,104.2229
1673,16,KOTA PAGAR ALAM,KOTA PAGAR ALAM,-4.13055,103.26822
1674,16,KOTA LUBUK LINGGAU,KOTA LUBUK LINGGAU,-3.29308,102.85503
1701,17,KABUPATEN BENGKULU SELATAN,KABUPATEN BENGKULU SELATAN,-4.35,103.03333
1702,17,KABUPATEN REJANG LEBONG,KABUPATEN REJANG LEBONG,-3.43333,102.71667
1703,17,KABUPATEN BENGKULU UTARA,KABUPATEN BENGKULU UTARA,-3.33333,102.05
1704,17,KABUPATEN KAUR,KABUPATEN KAUR,-4.78179,103.36109
1705,17,KABUPATEN SELUMA,KABUPATEN SELUMA,-3.96644,102.47429
1706,17,KABUPATEN MUKOMUKO,KABUPATEN MUKOMUKO,-3.07438,101.54766
1707,17,KABUPATEN LEBONG,KABUPATEN LEBONG,-3.24278,102.3349
1708,17,KABUPATEN KEPAHIANG,KABUPATEN KEPAHIANG,-3.60194,102.56424
1709,17,KABUPATEN BENGKULU TENGAH,KABUPATEN BENGKULU TENGAH,-3.20679,102.12616
1771,17,KOTA BENGKULU,KOTA BENGKULU,-3.81667,102.31667
1801,18,KABUPATEN LAMPUNG BARAT,KABUPATEN LAMPUNG BARAT,-5.14904,104.19309
1802,18,KABUPATEN TANGGAMUS,KABUPATEN TANGGAMUS,-5.38508,104.62349
1803,18,KABUPATEN LAMPUNG SELATAN,KABUPATEN LAMPUNG SELATAN,-5.4531,104.9877
1804,18,KABUPATEN LAMPUNG TIMUR,KABUPATEN LAMPUNG TIMUR,-5.10273,105.68003
1805,18,KABUPATEN LAMPUNG TENGAH,KABUPATEN LAMPUNG TENGAH,-4.86667,105.26667
1806,18,KABUPATEN LAMPUNG UTARA,KABUPATEN LAMPUNG UTARA,-4.81667,104.8
1807,18,KABUPATEN WAY KANAN,KABUPATEN WAY KANAN,-4.44705,104.52753
1808,18,KABUPATEN TULANGBAWANG,KABUPATEN TULANGBAWANG,-4.20604,105.57999
1809,18,KABUPATEN PESAWARAN,KABUPATEN PESAWARAN,-5.4298,105.17899
1810,18,KABUPATEN PRINGSEWU,KABUPATEN PRINGSEWU,-5.42211,104.93454
1811,18,KABUPATEN MESUJI,KABUPATEN MESUJI,-4.0439,105.4013
1812,18,KABUPATEN TULANG BAWANG BARAT,KABUPATEN TULANG BAWANG BARAT,-4.43975,105.0444
1813,18,KABUPATEN PESISIR BARAT,KABUPATEN PESISIR BARAT,-5.19323,103.93976
1871,18,KOTA BANDAR LAMPUNG,KOTA BANDAR LAMPUNG,-5.41667,105.25
1872,18,KOTA METRO,KOTA METRO,-5.11856,105.29949
1901,19,KABUPATEN BANGKA,KABUPATEN BANGKA,-1.91667,105.93333
1902,19,KABUPATEN BELITUNG,KABUPATEN BELITUNG,-2.86667,107.7
1903,19,KABUPATEN BANGKA BARAT,KABUPATEN BANGKA BARAT,-1.95839,105.53741
1904,19,KABUPATEN BANGKA TENGAH,KABUPATEN BANGKA TENGAH,-2.33989,106.1142
1905,19,KABUPATEN BANGKA SELATAN,KABUPATEN BANGKA SELATAN,-2.66803,106.01257
1906,19,KABUPATEN BELITUNG TIMUR,KABUPATEN BELITUNG TIMUR,-2.9627,108.15216
1971,19,KOTA PANGKAL PINANG,KOTA PANGKAL PINANG,-2.13333,106.13333
2101,21,KABUPATEN KARIMUN,KABUPATEN KARIMUN,0.80764,103.41911
2102,21,KABUPATEN BINTAN,KABUPATEN BINTAN,0.95,104.61944
2103,21,KABUPATEN NATUNA,KABUPATEN NATUNA,4.71417,107.97639
2104,21,KABUPATEN LINGGA,KABUPATEN LINGGA,0.2,104.61667
2105,21,KABUPATEN KEPULAUAN ANAMBAS,KABUPATEN KEPULAUAN ANAMBAS,3,106
2171,21,KOTA BATAM,KOTA BATAM,1.05211,104.02851
2172,21,KOTA TANJUNG PINANG,KOTA TANJUNG PINANG,0.91683,104.44329
3101,31,KABUPATEN KEPULAUAN SERIBU,KABUPATEN KEPULAUAN SERIBU,-5.5985,106.55271
3171,31,KOTA JAKARTA SELATAN,KOTA JAKARTA SELATAN,-6.266,106.8135
3172,31,KOTA JAKARTA TIMUR,KOTA JAKARTA TIMUR,-6.2521,106.884
3173,31,KOTA JAKARTA PUSAT,KOTA JAKARTA PUSAT,-6.1777,106.8403
3174,31,KOTA JAKARTA BARAT,KOTA JAKARTA BARAT,-6.1676,106.7673
3175,31,KOTA JAKARTA UTARA,KOTA JAKARTA UTARA,-6.1339,106.8823
3201,32,KABUPATEN BOGOR,KABUPATEN BOGOR,-6.58333,106.71667
3202,32,KABUPATEN SUKABUMI,KABUPATEN SUKABUMI,-7.06667,106.7
3203,32,KABUPATEN CIANJUR,KABUPATEN CIANJUR,-6.7725,107.08306
3204,32,KABUPATEN BANDUNG,KABUPATEN BANDUNG,-7.1,107.6
3205,32,KABUPATEN GARUT,KABUPATEN GARUT,-7.38333,107.76667
3206,32,KABUPATEN TASIKMALAYA,KABUPATEN TASIKMALAYA,-7.5,108.13333
3207,32,KABUPATEN CIAMIS,KABUPATEN CIAMIS,-7.28333,108.41667
3208,32,KABUPATEN KUNINGAN,KABUPATEN KUNINGAN,-7,108.55
3209,32,KABUPATEN CIREBON,KABUPATEN CIREBON,-6.8,108.56667
3210,32,KABUPATEN MAJALENGKA,KABUPATEN MAJALENGKA,-6.81667,108.28333
3211,32,KABUPATEN SUMEDANG,KABUPATEN SUMEDANG,-6.81667,107.98333
3212,32,KABUPATEN INDRAMAYU,KABUPATEN INDRAMAYU,-6.45,108.16667
3213,32,KABUPATEN SUBANG,KABUPATEN SUBANG,-6.50833,107.7025
3214,32,KABUPATEN PURWAKARTA,KABUPATEN PURWAKARTA,-6.58333,107.45
3215,32,KABUPATEN KARAWANG,KABUPATEN KARAWANG,-6.26667,107.41667
3216,32,KABUPATEN BEKASI,KABUPATEN BEKASI,-6.24667,107.10833
3217,32,KABUPATEN BANDUNG BARAT,KABUPATEN BANDUNG BARAT,-6.83333,107.48333
3218,32,KABUPATEN PANGANDARAN,KABUPATEN PANGANDARAN,-7.6673,108.64037
3271,32,KOTA BOGOR,KOTA BOGOR,-6.59167,106.8
3272,32,KOTA SUKABUMI,KOTA SUKABUMI,-6.95,106.93333
3273,32,KOTA BANDUNG,KOTA BANDUNG,-6.9175,107.62444
3274,32,KOTA CIREBON,KOTA CIREBON,-6.75,108.55
3275,32,KOTA BEKASI,KOTA BEKASI,-6.28333,106.98333
3276,32,KOTA DEPOK,KOTA DEPOK,-6.4,106.81667
3277,32,KOTA CIMAHI,KOTA CIMAHI,-6.89167,107.55
3278,32,KOTA TASIKMALAYA,KOTA TASIKMALAYA,-7.35,108.21667
3279,32,KOTA BANJAR,KOTA BANJAR,-7.36996,108.53209
3301,33,KABUPATEN CILACAP,KABUPATEN CILACAP,-7.57417,108.98861
3302,33,KABUPATEN BANYUMAS,KABUPATEN BANYUMAS,-7.45,109.16667
3303,33,KABUPATEN PURBALINGGA,KABUPATEN PURBALINGGA,-7.28417,109.35028
3304,33,KABUPATEN BANJARNEGARA,KABUPATEN BANJARNEGARA,-7.35111,109.5875
3305,33,KABUPATEN KEBUMEN,KABUPATEN KEBUMEN,-7.63917,109.66056
3306,33,KABUPATEN PURWOREJO,KABUPATEN PURWOREJO,-7.7,109.96667
3307,33,KABUPATEN WONOSOBO,KABUPATEN WONOSOBO,-7.36139,109.92667
3308,33,KABUPATEN MAGELANG,KABUPATEN MAGELANG,-7.4275,110.16194
3309,33,KABUPATEN BOYOLALI,KABUPATEN BOYOLALI,-7.5,110.7
3310,33,KABUPATEN KLATEN,KABUPATEN KLATEN,-7.68333,110.61667
3311,33,KABUPATEN SUKOHARJO,KABUPATEN SUKOHARJO,-7.68333,110.83333
3312,33,KABUPATEN WONOGIRI,KABUPATEN WONOGIRI,-7.91667,111
3313,33,KABUPATEN KARANGANYAR,KABUPATEN KARANGANYAR,-7.62806,111.0625
3314,33,KABUPATEN SRAGEN,KABUPATEN SRAGEN,-7.41278,110.935
3315,33,KABUPATEN GROBOGAN,KABUPATEN GROBOGAN,-7.11667,110.91667
3316,33,KABUPATEN BLORA,KABUPATEN BLORA,-7.06667,111.38333
3317,33,KABUPATEN REMBANG,KABUPATEN REMBANG,-6.78333,111.46667
3318,33,KABUPATEN PATI,KABUPATEN PATI,-6.76667,111.1
3319,33,KABUPATEN KUDUS,KABUPATEN KUDUS,-6.8,110.86667
3320,33,KABUPATEN JEPARA,KABUPATEN JEPARA,-6.58333,110.76667
3321,33,KABUPATEN DEMAK,KABUPATEN DEMAK,-6.8993,110.6122
3322,33,KABUPATEN SEMARANG,KABUPATEN SEMARANG,-7.20667,110.44139
3323,33,KABUPATEN TEMANGGUNG,KABUPATEN TEMANGGUNG,-7.25,110.11667
3324,33,KABUPATEN KENDAL,KABUPATEN KENDAL,-7.0256,110.1685
3325,33,KABUPATEN BATANG,KABUPATEN BATANG,-7.03333,109.88333
3326,33,KABUPATEN PEKALONGAN,KABUPATEN PEKALONGAN,-7.0319,109.624
3327,33,KABUPATEN PEMALANG,KABUPATEN PEMALANG,-7.03333,109.4
3328,33,KABUPATEN TEGAL,KABUPATEN TEGAL,-7.03333,109.16667
3329,33,KABUPATEN BREBES,KABUPATEN BREBES,-7.05,108.9
3371,33,KOTA MAGELANG,KOTA MAGELANG,-7.5,110.225
3372,33,KOTA SURAKARTA,KOTA SURAKARTA,-7.55,110.81667
3373,33,KOTA SALATIGA,KOTA SALATIGA,-7.33278,110.48333
3374,33,KOTA SEMARANG,KOTA SEMARANG,-7.03333,110.38333
3375,33,KOTA PEKALONGAN,KOTA PEKALONGAN,-6.9,109.68333
3376,33,KOTA TEGAL,KOTA TEGAL,-6.8686,109.1129
3401,34,KABUPATEN KULON PROGO,KABUPATEN KULON PROGO,-7.645,110.02694
3402,34,KABUPATEN BANTUL,KABUPATEN BANTUL,-7.9,110.36667
3403,34,KABUPATEN GUNUNG KIDUL,KABUPATEN GUNUNG KIDUL,-7.98333,110.61667
3404,34,KABUPATEN SLEMAN,KABUPATEN SLEMAN,-7.68167,110.32333
3471,34,KOTA YOGYAKARTA,KOTA YOGYAKARTA,-7.8,110.375
3501,35,KABUPATEN PACITAN,KABUPATEN PACITAN,-8.13333,111.16667
3502,35,KABUPATEN PONOROGO,KABUPATEN PONOROGO,-7.93333,111.5
3503,35,KABUPATEN TRENGGALEK,KABUPATEN TRENGGALEK,-8.16667,111.61667
3504,35,KABUPATEN TULUNGAGUNG,KABUPATEN TULUNGAGUNG,-8.11667,111.91667
3505,35,KABUPATEN BLITAR,KABUPATEN BLITAR,-8.13333,112.25
3506,35,KABUPATEN KEDIRI,KABUPATEN KEDIRI,-7.83333,112.16667
3507,35,KABUPATEN MALANG,KABUPATEN MALANG,-8.16667,112.66667
3508,35,KABUPATEN LUMAJANG,KABUPATEN LUMAJANG,-8.11667,113.15
3509,35,KABUPATEN JEMBER,KABUPATEN JEMBER,-8.25,113.65
3510,35,KABUPATEN BANYUWANGI,KABUPATEN BANYUWANGI,-8.33333,114.2
3511,35,KABUPATEN BONDOWOSO,KABUPATEN BONDOWOSO,-7.9404,113.9834
3512,35,KABUPATEN SITUBONDO,KABUPATEN SITUBONDO,-7.71667,114.05
3513,35,KABUPATEN PROBOLINGGO,KABUPATEN PROBOLINGGO,-7.86667,113.31667
3514,35,KABUPATEN PASURUAN,KABUPATEN PASURUAN,-7.73333,112.83333
3515,35,KABUPATEN SIDOARJO,KABUPATEN SIDOARJO,-7.45,112.7
3516,35,KABUPATEN MOJOKERTO,KABUPATEN MOJOKERTO,-7.55,112.5
3517,35,KABUPATEN JOMBANG,KABUPATEN JOMBANG,-7.55,112.25
3518,35,KABUPATEN NGANJUK,KABUPATEN NGANJUK,-7.6,111.93333
3519,35,KABUPATEN MADIUN,KABUPATEN MADIUN,-7.61667,111.65
3520,35,KABUPATEN MAGETAN,KABUPATEN MAGETAN,-7.64472,111.35917
3521,35,KABUPATEN NGAWI,KABUPATEN NGAWI,-7.47444,111.33444
3522,35,KABUPATEN BOJONEGORO,KABUPATEN BOJONEGORO,-7.25,111.8
3523,35,KABUPATEN TUBAN,KABUPATEN TUBAN,-6.96667,111.9
3524,35,KABUPATEN LAMONGAN,KABUPATEN LAMONGAN,-7.13333,112.31667
3525,35,KABUPATEN GRESIK,KABUPATEN GRESIK,-7.1933,112.553
3526,35,KABUPATEN BANGKALAN,KABUPATEN BANGKALAN,-7.05,112.93333
3527,35,KABUPATEN SAMPANG,KABUPATEN SAMPANG,-7.05,113.25
3528,35,KABUPATEN PAMEKASAN,KABUPATEN PAMEKASAN,-7.06667,113.5
3529,35,KABUPATEN SUMENEP,KABUPATEN SUMENEP,-7.11667,114.33333
3571,35,KOTA KEDIRI,KOTA KEDIRI,-7.83333,112.01667
3572,35,KOTA BLITAR,KOTA BLITAR,-8.1,112.16667
3573,35,KOTA MALANG,KOTA MALANG,-7.975,112.63333
3574,35,KOTA PROBOLINGGO,KOTA PROBOLINGGO,-7.78333,113.21667
3575,35,KOTA PASURUAN,KOTA PASURUAN,-7.65,112.9
3576,35,KOTA MOJOKERTO,KOTA MOJOKERTO,-7.46667,112.43333
3577,35,KOTA MADIUN,KOTA MADIUN,-7.63333,111.53333
3578,35,KOTA SURABAYA,KOTA SURABAYA,-7.26667,112.71667
3579,35,KOTA BATU,KOTA BATU,-7.83272,112.53751
3601,36,KABUPATEN PANDEGLANG,KABUPATEN PANDEGLANG,-6.63333,105.75
3602,36,KABUPATEN LEBAK,KABUPATEN LEBAK,-6.65,106.21667
3603,36,KABUPATEN TANGERANG,KABUPATEN TANGERANG,-6.2,106.46667
3604,36,KABUPATEN SERANG,KABUPATEN SERANG,-6.15,106
3671,36,KOTA TANGERANG,KOTA TANGERANG,-6.17944,106.62991
3672,36,KOTA CILEGON,KOTA CILEGON,-6.01667,106.01667
3673,36,KOTA SERANG,KOTA SERANG,-6.12563,106.14999
3674,36,KOTA TANGERANG SELATAN,KOTA TANGERANG SELATAN,-6.29373,106.71244
5101,51,KABUPATEN JEMBRANA,KABUPATEN JEMBRANA,-8.3,114.66667
5102,51,KABUPATEN TABANAN,KABUPATEN TABANAN,-8.43333,115.06667
5103,51,KABUPATEN BADUNG,KABUPATEN BADUNG,-8.51667,115.2
5104,51,KABUPATEN GIANYAR,KABUPATEN GIANYAR,-8.46667,115.28333
5105,51,KABUPATEN KLUNGKUNG,KABUPATEN KLUNGKUNG,-8.55,115.4
5106,51,KABUPATEN BANGLI,KABUPATEN BANGLI,-8.28333,115.35
5107,51,KABUPATEN KARANG ASEM,KABUPATEN KARANG ASEM,-8.3891,115.5393
5108,51,KABUPATEN BULELENG,KABUPATEN BULELENG,-8.25,114.96667
5171,51,KOTA DENPASAR,KOTA DENPASAR,-8.66667,115.21663
5201,52,KABUPATEN LOMBOK BARAT,KABUPATEN LOMBOK BARAT,-8.69583,116.11667
5202,52,KABUPATEN LOMBOK TENGAH,KABUPATEN LOMBOK TENGAH,-8.7,116.3
5203,52,KABUPATEN LOMBOK TIMUR,KABUPATEN LOMBOK TIMUR,-8.53333,116.53333
5204,52,KABUPATEN SUMBAWA,KABUPATEN SUMBAWA,-8.7439,117.3324
5205,52,KABUPATEN DOMPU,KABUPATEN DOMPU,-8.5094,118.4816
5206,52,KABUPATEN BIMA,KABUPATEN BIMA,-8.6,118.61667
5207,52,KABUPATEN SUMBAWA BARAT,KABUPATEN SUMBAWA BARAT,-8.75159,116.92132
5208,52,KABUPATEN LOMBOK UTARA,KABUPATEN LOMBOK UTARA,-8.35214,116.40152
5271,52,KOTA MATARAM,KOTA MATARAM,-8.5833,116.1167
5272,52,KOTA BIMA,KOTA BIMA,-8.46728,118.75259
5301,53,KABUPATEN SUMBA BARAT,KABUPATEN SUMBA BARAT,-9.56667,119.45
5302,53,KABUPATEN SUMBA TIMUR,KABUPATEN SUMBA TIMUR,-9.88333,120.25
5303,53,KABUPATEN KUPANG,KABUPATEN KUPANG,-9.91667,123.83333
5304,53,KABUPATEN TIMOR TENGAH SELATAN,KABUPATEN TIMOR TENGAH SELATAN,-9.83333,124.4
5305,53,KABUPATEN TIMOR TENGAH UTARA,KABUPATEN TIMOR TENGAH UTARA,-9.33136,124.51904
5306,53,KABUPATEN BELU,KABUPATEN BELU,-9.41258,124.95066
5307,53,KABUPATEN ALOR,KABUPATEN ALOR,-8.3,124.56667
5308,53,KABUPATEN LEMBATA,KABUPATEN LEMBATA,-8.41396,123.55225
5309,53,KABUPATEN FLORES TIMUR,KABUPATEN FLORES TIMUR,-8.24224,122.96817
5310,53,KABUPATEN SIKKA,KABUPATEN SIKKA,-8.66667,122.36667
5311,53,KABUPATEN ENDE,KABUPATEN ENDE,-8.84056,121.66389
5312,53,KABUPATEN NGADA,KABUPATEN NGADA,-8.66667,121
5313,53,KABUPATEN MANGGARAI,KABUPATEN MANGGARAI,-8.56667,120.41667
5314,53,KABUPATEN ROTE NDAO,KABUPATEN ROTE NDAO,-10.73617,123.12054
5315,53,KABUPATEN MANGGARAI BARAT,KABUPATEN MANGGARAI BARAT,-8.64484,119.88281
